Age,Education2003Revision,Race,MaritalStatus,Sex,Cases,Cases2
15-17,1,1,D,F,0,12789
18-19,1,1,D,F,0,8891
20-24,1,1,D,F,0,22697
25-29,1,1,D,F,1,22273
30-34,1,1,D,F,0,21855
35-44,1,1,D,F,9,43735
45-54,1,1,D,F,0,51077
55-64,1,1,D,F,0,47564
65-74,1,1,D,F,0,31690
75-84,1,1,D,F,0,19541
85-102,1,1,D,F,0,10207
15-17,1,2,D,F,0,3085
18-19,1,2,D,F,0,2245
20-24,1,2,D,F,0,5631
25-29,1,2,D,F,0,4963
30-34,1,2,D,F,0,4826
35-44,1,2,D,F,0,9268
45-54,1,2,D,F,1,9727
55-64,1,2,D,F,0,7784
65-74,1,2,D,F,0,4262
75-84,1,2,D,F,0,2299
85-102,1,2,D,F,0,1007
15-17,1,3,D,F,0,206
18-19,1,3,D,F,0,145
20-24,1,3,D,F,0,354
25-29,1,3,D,F,1,311
30-34,1,3,D,F,0,298
35-44,1,3,D,F,0,574
45-54,1,3,D,F,0,597
55-64,1,3,D,F,0,473
65-74,1,3,D,F,0,243
75-84,1,3,D,F,0,109
85-102,1,3,D,F,0,38
15-17,1,4,D,F,0,426
18-19,1,4,D,F,0,322
20-24,1,4,D,F,0,909
25-29,1,4,D,F,0,1066
30-34,1,4,D,F,0,1121
35-44,1,4,D,F,0,2186
45-54,1,4,D,F,0,1826
55-64,1,4,D,F,0,1483
65-74,1,4,D,F,0,838
75-84,1,4,D,F,0,436
85-102,1,4,D,F,0,174
15-17,1,6,D,F,0,25
18-19,1,6,D,F,0,19
20-24,1,6,D,F,0,49
25-29,1,6,D,F,0,51
30-34,1,6,D,F,0,46
35-44,1,6,D,F,0,78
45-54,1,6,D,F,0,68
55-64,1,6,D,F,0,49
65-74,1,6,D,F,0,25
75-84,1,6,D,F,0,11
85-102,1,6,D,F,0,3
15-17,2,1,D,F,0,19320
18-19,2,1,D,F,0,13432
20-24,2,1,D,F,1,34286
25-29,2,1,D,F,5,33643
30-34,2,1,D,F,12,33003
35-44,2,1,D,F,43,66039
45-54,2,1,D,F,0,77160
55-64,2,1,D,F,0,71851
65-74,2,1,D,F,0,47873
75-84,2,1,D,F,0,29520
85-102,2,1,D,F,0,15419
15-17,2,2,D,F,0,4660
18-19,2,2,D,F,0,3391
20-24,2,2,D,F,0,8507
25-29,2,2,D,F,0,7498
30-34,2,2,D,F,0,7290
35-44,2,2,D,F,0,14000
45-54,2,2,D,F,0,14695
55-64,2,2,D,F,0,11759
65-74,2,2,D,F,1,6437
75-84,2,2,D,F,0,3473
85-102,2,2,D,F,0,1521
15-17,2,3,D,F,0,312
18-19,2,3,D,F,0,219
20-24,2,3,D,F,0,534
25-29,2,3,D,F,0,472
30-34,2,3,D,F,0,449
35-44,2,3,D,F,0,867
45-54,2,3,D,F,0,902
55-64,2,3,D,F,0,714
65-74,2,3,D,F,0,367
75-84,2,3,D,F,0,165
85-102,2,3,D,F,0,57
15-17,2,4,D,F,0,644
18-19,2,4,D,F,0,486
20-24,2,4,D,F,0,1374
25-29,2,4,D,F,0,1610
30-34,2,4,D,F,0,1693
35-44,2,4,D,F,0,3302
45-54,2,4,D,F,0,2758
55-64,2,4,D,F,0,2240
65-74,2,4,D,F,0,1266
75-84,2,4,D,F,0,658
85-102,2,4,D,F,0,263
15-17,2,6,D,F,0,38
18-19,2,6,D,F,0,29
20-24,2,6,D,F,0,74
25-29,2,6,D,F,0,77
30-34,2,6,D,F,0,70
35-44,2,6,D,F,0,118
45-54,2,6,D,F,0,103
55-64,2,6,D,F,0,73
65-74,2,6,D,F,0,38
75-84,2,6,D,F,0,17
85-102,2,6,D,F,0,4
15-17,3,1,D,F,0,81088
18-19,3,1,D,F,0,56375
20-24,3,1,D,F,4,143905
25-29,3,1,D,F,21,141206
30-34,3,1,D,F,40,138530
35-44,3,1,D,F,157,277200
45-54,3,1,D,F,0,323853
55-64,3,1,D,F,0,301574
65-74,3,1,D,F,0,200930
75-84,3,1,D,F,0,123901
85-102,3,1,D,F,0,64715
15-17,3,2,D,F,0,19560
18-19,3,2,D,F,0,14234
20-24,3,2,D,F,1,35703
25-29,3,2,D,F,1,31468
30-34,3,2,D,F,1,30597
35-44,3,2,D,F,0,58761
45-54,3,2,D,F,0,61679
55-64,3,2,D,F,0,49356
65-74,3,2,D,F,0,27023
75-84,3,2,D,F,1,14577
85-102,3,2,D,F,0,6383
15-17,3,3,D,F,0,1308
18-19,3,3,D,F,0,917
20-24,3,3,D,F,0,2243
25-29,3,3,D,F,0,1981
30-34,3,3,D,F,0,1887
35-44,3,3,D,F,1,3636
45-54,3,3,D,F,0,3787
55-64,3,3,D,F,0,2998
65-74,3,3,D,F,0,1539
75-84,3,3,D,F,0,691
85-102,3,3,D,F,0,239
15-17,3,4,D,F,0,2702
18-19,3,4,D,F,0,2042
20-24,3,4,D,F,0,5766
25-29,3,4,D,F,0,6759
30-34,3,4,D,F,0,7105
35-44,3,4,D,F,1,13857
45-54,3,4,D,F,0,11575
55-64,3,4,D,F,0,9400
65-74,3,4,D,F,0,5315
75-84,3,4,D,F,0,2761
85-102,3,4,D,F,0,1104
15-17,3,6,D,F,0,160
18-19,3,6,D,F,0,122
20-24,3,6,D,F,0,312
25-29,3,6,D,F,1,323
30-34,3,6,D,F,0,292
35-44,3,6,D,F,1,494
45-54,3,6,D,F,0,430
55-64,3,6,D,F,0,308
65-74,3,6,D,F,0,158
75-84,3,6,D,F,0,72
85-102,3,6,D,F,0,18
15-17,4,1,D,F,0,45170
18-19,4,1,D,F,0,31404
20-24,4,1,D,F,6,80158
25-29,4,1,D,F,20,78650
30-34,4,1,D,F,36,77154
35-44,4,1,D,F,92,154409
45-54,4,1,D,F,0,180401
55-64,4,1,D,F,0,167991
65-74,4,1,D,F,0,111927
75-84,4,1,D,F,0,69019
85-102,4,1,D,F,0,36049
15-17,4,2,D,F,0,10896
18-19,4,2,D,F,0,7929
20-24,4,2,D,F,0,19889
25-29,4,2,D,F,0,17530
30-34,4,2,D,F,4,17040
35-44,4,2,D,F,0,32732
45-54,4,2,D,F,0,34358
55-64,4,2,D,F,0,27493
65-74,4,2,D,F,0,15053
75-84,4,2,D,F,0,8121
85-102,4,2,D,F,0,3555
15-17,4,3,D,F,0,729
18-19,4,3,D,F,0,511
20-24,4,3,D,F,0,1250
25-29,4,3,D,F,1,1103
30-34,4,3,D,F,2,1049
35-44,4,3,D,F,0,2026
45-54,4,3,D,F,0,2110
55-64,4,3,D,F,0,1670
65-74,4,3,D,F,0,857
75-84,4,3,D,F,0,385
85-102,4,3,D,F,0,133
15-17,4,4,D,F,0,1505
18-19,4,4,D,F,0,1137
20-24,4,4,D,F,0,3212
25-29,4,4,D,F,0,3765
30-34,4,4,D,F,0,3958
35-44,4,4,D,F,1,7719
45-54,4,4,D,F,0,6448
55-64,4,4,D,F,0,5236
65-74,4,4,D,F,0,2961
75-84,4,4,D,F,0,1538
85-102,4,4,D,F,0,615
15-17,4,6,D,F,0,89
18-19,4,6,D,F,0,68
20-24,4,6,D,F,0,174
25-29,4,6,D,F,1,180
30-34,4,6,D,F,1,162
35-44,4,6,D,F,0,276
45-54,4,6,D,F,0,240
55-64,4,6,D,F,0,172
65-74,4,6,D,F,0,88
75-84,4,6,D,F,0,40
85-102,4,6,D,F,0,10
15-17,5,1,D,F,0,26939
18-19,5,1,D,F,0,18729
20-24,5,1,D,F,1,47808
25-29,5,1,D,F,8,46910
30-34,5,1,D,F,15,46020
35-44,5,1,D,F,75,92067
45-54,5,1,D,F,0,107589
55-64,5,1,D,F,0,100187
65-74,5,1,D,F,0,66752
75-84,5,1,D,F,0,41162
85-102,5,1,D,F,0,21499
15-17,5,2,D,F,0,6498
18-19,5,2,D,F,0,4729
20-24,5,2,D,F,0,11861
25-29,5,2,D,F,1,10454
30-34,5,2,D,F,0,10165
35-44,5,2,D,F,0,19521
45-54,5,2,D,F,0,20491
55-64,5,2,D,F,0,16397
65-74,5,2,D,F,0,8978
75-84,5,2,D,F,0,4843
85-102,5,2,D,F,0,2120
15-17,5,3,D,F,0,435
18-19,5,3,D,F,0,305
20-24,5,3,D,F,0,745
25-29,5,3,D,F,0,658
30-34,5,3,D,F,1,626
35-44,5,3,D,F,0,1208
45-54,5,3,D,F,0,1258
55-64,5,3,D,F,0,996
65-74,5,3,D,F,0,511
75-84,5,3,D,F,0,229
85-102,5,3,D,F,0,79
15-17,5,4,D,F,0,898
18-19,5,4,D,F,0,678
20-24,5,4,D,F,0,1916
25-29,5,4,D,F,0,2246
30-34,5,4,D,F,0,2360
35-44,5,4,D,F,0,4604
45-54,5,4,D,F,0,3846
55-64,5,4,D,F,0,3123
65-74,5,4,D,F,0,1766
75-84,5,4,D,F,0,917
85-102,5,4,D,F,0,367
15-17,5,6,D,F,0,53
18-19,5,6,D,F,0,41
20-24,5,6,D,F,0,104
25-29,5,6,D,F,0,108
30-34,5,6,D,F,0,97
35-44,5,6,D,F,0,164
45-54,5,6,D,F,0,143
55-64,5,6,D,F,0,102
65-74,5,6,D,F,0,52
75-84,5,6,D,F,0,24
85-102,5,6,D,F,0,6
15-17,6,1,D,F,0,40544
18-19,6,1,D,F,0,28188
20-24,6,1,D,F,0,71955
25-29,6,1,D,F,2,70612
30-34,6,1,D,F,13,69272
35-44,6,1,D,F,67,138612
45-54,6,1,D,F,0,161926
55-64,6,1,D,F,0,150787
65-74,6,1,D,F,0,100465
75-84,6,1,D,F,0,61951
85-102,6,1,D,F,0,32358
15-17,6,2,D,F,0,9780
18-19,6,2,D,F,0,7117
20-24,6,2,D,F,0,17852
25-29,6,2,D,F,0,15735
30-34,6,2,D,F,0,15299
35-44,6,2,D,F,1,29379
45-54,6,2,D,F,4,30835
55-64,6,2,D,F,3,24675
65-74,6,2,D,F,1,13511
75-84,6,2,D,F,0,7289
85-102,6,2,D,F,0,3191
15-17,6,3,D,F,0,654
18-19,6,3,D,F,0,459
20-24,6,3,D,F,0,1122
25-29,6,3,D,F,0,991
30-34,6,3,D,F,0,943
35-44,6,3,D,F,1,1818
45-54,6,3,D,F,0,1894
55-64,6,3,D,F,0,1499
65-74,6,3,D,F,0,769
75-84,6,3,D,F,0,345
85-102,6,3,D,F,0,119
15-17,6,4,D,F,0,1351
18-19,6,4,D,F,0,1021
20-24,6,4,D,F,0,2883
25-29,6,4,D,F,0,3380
30-34,6,4,D,F,0,3552
35-44,6,4,D,F,0,6929
45-54,6,4,D,F,0,5788
55-64,6,4,D,F,0,4700
65-74,6,4,D,F,0,2658
75-84,6,4,D,F,0,1381
85-102,6,4,D,F,0,552
15-17,6,6,D,F,0,80
18-19,6,6,D,F,0,61
20-24,6,6,D,F,0,156
25-29,6,6,D,F,0,162
30-34,6,6,D,F,0,146
35-44,6,6,D,F,0,247
45-54,6,6,D,F,0,215
55-64,6,6,D,F,0,154
65-74,6,6,D,F,0,79
75-84,6,6,D,F,0,36
85-102,6,6,D,F,0,9
15-17,7,1,D,F,0,23401
18-19,7,1,D,F,0,16269
20-24,7,1,D,F,0,41531
25-29,7,1,D,F,0,40757
30-34,7,1,D,F,3,39987
35-44,7,1,D,F,0,80043
45-54,7,1,D,F,0,93461
55-64,7,1,D,F,0,87031
65-74,7,1,D,F,0,57986
75-84,7,1,D,F,0,35757
85-102,7,1,D,F,0,18676
15-17,7,2,D,F,0,5645
18-19,7,2,D,F,0,4108
20-24,7,2,D,F,0,10304
25-29,7,2,D,F,0,9082
30-34,7,2,D,F,1,8829
35-44,7,2,D,F,3,16955
45-54,7,2,D,F,1,17799
55-64,7,2,D,F,2,14242
65-74,7,2,D,F,0,7799
75-84,7,2,D,F,0,4207
85-102,7,2,D,F,0,1842
15-17,7,3,D,F,0,378
18-19,7,3,D,F,0,265
20-24,7,3,D,F,0,647
25-29,7,3,D,F,0,572
30-34,7,3,D,F,0,544
35-44,7,3,D,F,0,1050
45-54,7,3,D,F,0,1093
55-64,7,3,D,F,0,865
65-74,7,3,D,F,0,444
75-84,7,3,D,F,0,199
85-102,7,3,D,F,0,69
15-17,7,4,D,F,0,780
18-19,7,4,D,F,0,589
20-24,7,4,D,F,0,1664
25-29,7,4,D,F,0,1951
30-34,7,4,D,F,0,2050
35-44,7,4,D,F,0,3999
45-54,7,4,D,F,0,3341
55-64,7,4,D,F,0,2713
65-74,7,4,D,F,0,1534
75-84,7,4,D,F,0,797
85-102,7,4,D,F,0,319
15-17,7,6,D,F,0,46
18-19,7,6,D,F,0,35
20-24,7,6,D,F,0,90
25-29,7,6,D,F,0,94
30-34,7,6,D,F,0,84
35-44,7,6,D,F,0,143
45-54,7,6,D,F,0,124
55-64,7,6,D,F,0,89
65-74,7,6,D,F,0,46
75-84,7,6,D,F,0,21
85-102,7,6,D,F,0,5
15-17,8,1,D,F,0,8980
18-19,8,1,D,F,0,6243
20-24,8,1,D,F,0,15936
25-29,8,1,D,F,0,15639
30-34,8,1,D,F,0,15345
35-44,8,1,D,F,0,30714
45-54,8,1,D,F,0,35863
55-64,8,1,D,F,0,33396
65-74,8,1,D,F,0,22251
75-84,8,1,D,F,0,13721
85-102,8,1,D,F,0,7166
15-17,8,2,D,F,0,2166
18-19,8,2,D,F,0,1576
20-24,8,2,D,F,0,3954
25-29,8,2,D,F,0,3485
30-34,8,2,D,F,0,3388
35-44,8,2,D,F,1,6506
45-54,8,2,D,F,1,6829
55-64,8,2,D,F,0,5466
65-74,8,2,D,F,0,2993
75-84,8,2,D,F,0,1614
85-102,8,2,D,F,0,707
15-17,8,3,D,F,0,145
18-19,8,3,D,F,0,102
20-24,8,3,D,F,0,248
25-29,8,3,D,F,0,219
30-34,8,3,D,F,0,209
35-44,8,3,D,F,0,403
45-54,8,3,D,F,0,419
55-64,8,3,D,F,0,332
65-74,8,3,D,F,0,170
75-84,8,3,D,F,0,76
85-102,8,3,D,F,0,26
15-17,8,4,D,F,0,299
18-19,8,4,D,F,0,226
20-24,8,4,D,F,0,639
25-29,8,4,D,F,0,749
30-34,8,4,D,F,0,787
35-44,8,4,D,F,0,1535
45-54,8,4,D,F,0,1282
55-64,8,4,D,F,0,1041
65-74,8,4,D,F,0,589
75-84,8,4,D,F,0,306
85-102,8,4,D,F,0,122
15-17,8,6,D,F,0,18
18-19,8,6,D,F,0,14
20-24,8,6,D,F,0,35
25-29,8,6,D,F,0,36
30-34,8,6,D,F,0,32
35-44,8,6,D,F,0,55
45-54,8,6,D,F,0,48
55-64,8,6,D,F,0,34
65-74,8,6,D,F,0,17
75-84,8,6,D,F,0,8
85-102,8,6,D,F,0,2
15-17,9,1,D,F,0,35374
18-19,9,1,D,F,0,24593
20-24,9,1,D,F,0,62779
25-29,9,1,D,F,0,61609
30-34,9,1,D,F,3,60447
35-44,9,1,D,F,0,120995
45-54,9,1,D,F,0,141278
55-64,9,1,D,F,0,131559
65-74,9,1,D,F,0,87654
75-84,9,1,D,F,0,54051
85-102,9,1,D,F,0,28231
15-17,9,2,D,F,0,8533
18-19,9,2,D,F,0,6209
20-24,9,2,D,F,0,15576
25-29,9,2,D,F,0,13728
30-34,9,2,D,F,0,13348
35-44,9,2,D,F,0,25634
45-54,9,2,D,F,0,26907
55-64,9,2,D,F,1,21530
65-74,9,2,D,F,1,11788
75-84,9,2,D,F,1,6359
85-102,9,2,D,F,0,2784
15-17,9,3,D,F,0,571
18-19,9,3,D,F,0,400
20-24,9,3,D,F,0,979
25-29,9,3,D,F,0,864
30-34,9,3,D,F,0,823
35-44,9,3,D,F,0,1587
45-54,9,3,D,F,0,1652
55-64,9,3,D,F,0,1308
65-74,9,3,D,F,0,671
75-84,9,3,D,F,0,301
85-102,9,3,D,F,0,104
15-17,9,4,D,F,0,1179
18-19,9,4,D,F,0,891
20-24,9,4,D,F,0,2515
25-29,9,4,D,F,0,2949
30-34,9,4,D,F,0,3099
35-44,9,4,D,F,0,6046
45-54,9,4,D,F,0,5050
55-64,9,4,D,F,0,4101
65-74,9,4,D,F,0,2319
75-84,9,4,D,F,0,1205
85-102,9,4,D,F,0,482
15-17,9,6,D,F,0,70
18-19,9,6,D,F,0,53
20-24,9,6,D,F,0,136
25-29,9,6,D,F,0,141
30-34,9,6,D,F,0,127
35-44,9,6,D,F,0,216
45-54,9,6,D,F,0,188
55-64,9,6,D,F,0,134
65-74,9,6,D,F,0,69
75-84,9,6,D,F,0,31
85-102,9,6,D,F,0,8
15-17,1,1,M,F,0,51136
18-19,1,1,M,F,0,35552
20-24,1,1,M,F,1,90752
25-29,1,1,M,F,3,89058
30-34,1,1,M,F,2,87384
35-44,1,1,M,F,10,174898
45-54,1,1,M,F,0,204230
55-64,1,1,M,F,0,190180
65-74,1,1,M,F,0,126711
75-84,1,1,M,F,0,78135
85-102,1,1,M,F,0,40811
15-17,1,2,M,F,0,5946
18-19,1,2,M,F,0,4327
20-24,1,2,M,F,0,10854
25-29,1,2,M,F,0,9567
30-34,1,2,M,F,0,9302
35-44,1,2,M,F,0,17864
45-54,1,2,M,F,0,18751
55-64,1,2,M,F,0,15004
65-74,1,2,M,F,0,8215
75-84,1,2,M,F,0,4432
85-102,1,2,M,F,0,1940
15-17,1,3,M,F,0,530
18-19,1,3,M,F,0,372
20-24,1,3,M,F,0,909
25-29,1,3,M,F,0,803
30-34,1,3,M,F,0,765
35-44,1,3,M,F,0,1474
45-54,1,3,M,F,0,1535
55-64,1,3,M,F,0,1215
65-74,1,3,M,F,0,624
75-84,1,3,M,F,0,280
85-102,1,3,M,F,0,97
15-17,1,4,M,F,0,3936
18-19,1,4,M,F,0,2974
20-24,1,4,M,F,0,8399
25-29,1,4,M,F,0,9846
30-34,1,4,M,F,0,10349
35-44,1,4,M,F,0,20187
45-54,1,4,M,F,0,16861
55-64,1,4,M,F,0,13693
65-74,1,4,M,F,0,7742
75-84,1,4,M,F,0,4022
85-102,1,4,M,F,0,1608
15-17,1,6,M,F,0,132
18-19,1,6,M,F,0,101
20-24,1,6,M,F,0,256
25-29,1,6,M,F,0,266
30-34,1,6,M,F,1,239
35-44,1,6,M,F,0,407
45-54,1,6,M,F,0,354
55-64,1,6,M,F,0,253
65-74,1,6,M,F,0,130
75-84,1,6,M,F,0,59
85-102,1,6,M,F,0,15
15-17,2,1,M,F,1,77248
18-19,2,1,M,F,2,53704
20-24,2,1,M,F,5,137090
25-29,2,1,M,F,13,134527
30-34,2,1,M,F,12,131997
35-44,2,1,M,F,44,264179
45-54,2,1,M,F,0,308517
55-64,2,1,M,F,0,287293
65-74,2,1,M,F,0,191415
75-84,2,1,M,F,0,118034
85-102,2,1,M,F,0,61651
15-17,2,2,M,F,0,8983
18-19,2,2,M,F,0,6537
20-24,2,2,M,F,1,16396
25-29,2,2,M,F,0,14452
30-34,2,2,M,F,2,14050
35-44,2,2,M,F,0,26985
45-54,2,2,M,F,0,28325
55-64,2,2,M,F,0,22666
65-74,2,2,M,F,0,12410
75-84,2,2,M,F,0,6695
85-102,2,2,M,F,0,2931
15-17,2,3,M,F,0,801
18-19,2,3,M,F,0,562
20-24,2,3,M,F,1,1373
25-29,2,3,M,F,0,1213
30-34,2,3,M,F,1,1154
35-44,2,3,M,F,1,2226
45-54,2,3,M,F,0,2319
55-64,2,3,M,F,0,1836
65-74,2,3,M,F,0,942
75-84,2,3,M,F,0,423
85-102,2,3,M,F,0,146
15-17,2,4,M,F,0,5945
18-19,2,4,M,F,0,4492
20-24,2,4,M,F,0,12688
25-29,2,4,M,F,0,14874
30-34,2,4,M,F,1,15633
35-44,2,4,M,F,0,30495
45-54,2,4,M,F,0,25471
55-64,2,4,M,F,0,20685
65-74,2,4,M,F,0,11696
75-84,2,4,M,F,0,6076
85-102,2,4,M,F,0,2430
15-17,2,6,M,F,0,199
18-19,2,6,M,F,0,152
20-24,2,6,M,F,0,387
25-29,2,6,M,F,0,403
30-34,2,6,M,F,0,363
35-44,2,6,M,F,0,615
45-54,2,6,M,F,0,534
55-64,2,6,M,F,0,383
65-74,2,6,M,F,0,196
75-84,2,6,M,F,0,89
85-102,2,6,M,F,0,22
15-17,3,1,M,F,0,180610
18-19,3,1,M,F,1,225411
20-24,3,1,M,F,20,575392
25-29,3,1,M,F,52,564635
30-34,3,1,M,F,60,554004
35-44,3,1,M,F,181,1108813
45-54,3,1,M,F,0,1294904
55-64,3,1,M,F,0,1205823
65-74,3,1,M,F,0,803405
75-84,3,1,M,F,0,495410
85-102,3,1,M,F,0,258759
15-17,3,2,M,F,0,37703
18-19,3,2,M,F,0,27436
20-24,3,2,M,F,2,68819
25-29,3,2,M,F,0,60658
30-34,3,2,M,F,4,58974
35-44,3,2,M,F,1,113262
45-54,3,2,M,F,0,118887
55-64,3,2,M,F,0,95134
65-74,3,2,M,F,0,52088
75-84,3,2,M,F,0,28100
85-102,3,2,M,F,0,12303
15-17,3,3,M,F,0,3362
18-19,3,3,M,F,0,2358
20-24,3,3,M,F,1,5764
25-29,3,3,M,F,2,5090
30-34,3,3,M,F,2,4846
35-44,3,3,M,F,1,9346
45-54,3,3,M,F,0,9734
55-64,3,3,M,F,0,7704
65-74,3,3,M,F,0,3955
75-84,3,3,M,F,0,1775
85-102,3,3,M,F,0,614
15-17,3,4,M,F,0,24954
18-19,3,4,M,F,0,18855
20-24,3,4,M,F,0,53253
25-29,3,4,M,F,0,62428
30-34,3,4,M,F,0,65617
35-44,3,4,M,F,0,127994
45-54,3,4,M,F,0,106908
55-64,3,4,M,F,0,86818
65-74,3,4,M,F,0,49091
75-84,3,4,M,F,0,25503
85-102,3,4,M,F,0,10198
15-17,3,6,M,F,0,835
18-19,3,6,M,F,0,638
20-24,3,6,M,F,0,1625
25-29,3,6,M,F,1,1689
30-34,3,6,M,F,1,1521
35-44,3,6,M,F,1,2580
45-54,3,6,M,F,0,2243
55-64,3,6,M,F,0,1606
65-74,3,6,M,F,0,823
75-84,3,6,M,F,0,374
85-102,3,6,M,F,0,93
15-17,4,1,M,F,0,180610
18-19,4,1,M,F,0,125565
20-24,4,1,M,F,13,320519
25-29,4,1,M,F,31,314526
30-34,4,1,M,F,36,308604
35-44,4,1,M,F,116,617646
45-54,4,1,M,F,0,721322
55-64,4,1,M,F,0,671700
65-74,4,1,M,F,0,447534
75-84,4,1,M,F,0,275967
85-102,4,1,M,F,0,144141
15-17,4,2,M,F,0,21002
18-19,4,2,M,F,0,15283
20-24,4,2,M,F,1,38335
25-29,4,2,M,F,1,33788
30-34,4,2,M,F,1,32852
35-44,4,2,M,F,1,63092
45-54,4,2,M,F,0,66226
55-64,4,2,M,F,0,52994
65-74,4,2,M,F,0,29016
75-84,4,2,M,F,0,15653
85-102,4,2,M,F,0,6853
15-17,4,3,M,F,0,1873
18-19,4,3,M,F,0,1313
20-24,4,3,M,F,1,3211
25-29,4,3,M,F,1,2835
30-34,4,3,M,F,2,2699
35-44,4,3,M,F,1,5206
45-54,4,3,M,F,0,5422
55-64,4,3,M,F,0,4292
65-74,4,3,M,F,0,2203
75-84,4,3,M,F,0,989
85-102,4,3,M,F,0,342
15-17,4,4,M,F,0,13900
18-19,4,4,M,F,0,10503
20-24,4,4,M,F,0,29665
25-29,4,4,M,F,0,34775
30-34,4,4,M,F,1,36551
35-44,4,4,M,F,1,71297
45-54,4,4,M,F,0,59553
55-64,4,4,M,F,0,48362
65-74,4,4,M,F,0,27346
75-84,4,4,M,F,0,14206
85-102,4,4,M,F,0,5681
15-17,4,6,M,F,0,465
18-19,4,6,M,F,0,355
20-24,4,6,M,F,0,905
25-29,4,6,M,F,1,940
30-34,4,6,M,F,0,848
35-44,4,6,M,F,0,1438
45-54,4,6,M,F,0,1250
55-64,4,6,M,F,0,894
65-74,4,6,M,F,0,459
75-84,4,6,M,F,0,208
85-102,4,6,M,F,0,52
15-17,5,1,M,F,0,107713
18-19,5,1,M,F,1,74884
20-24,5,1,M,F,1,191159
25-29,5,1,M,F,20,187577
30-34,5,1,M,F,5,184063
35-44,5,1,M,F,73,368351
45-54,5,1,M,F,0,430186
55-64,5,1,M,F,0,400592
65-74,5,1,M,F,0,266903
75-84,5,1,M,F,0,164583
85-102,5,1,M,F,0,85963
15-17,5,2,M,F,0,12525
18-19,5,2,M,F,0,9115
20-24,5,2,M,F,0,22863
25-29,5,2,M,F,0,20151
30-34,5,2,M,F,4,19589
35-44,5,2,M,F,0,37628
45-54,5,2,M,F,0,39496
55-64,5,2,M,F,0,31605
65-74,5,2,M,F,0,17305
75-84,5,2,M,F,0,9335
85-102,5,2,M,F,0,4087
15-17,5,3,M,F,0,1117
18-19,5,3,M,F,0,783
20-24,5,3,M,F,0,1915
25-29,5,3,M,F,0,1692
30-34,5,3,M,F,1,1610
35-44,5,3,M,F,1,3104
45-54,5,3,M,F,0,3234
55-64,5,3,M,F,0,2559
65-74,5,3,M,F,0,1314
75-84,5,3,M,F,0,590
85-102,5,3,M,F,0,204
15-17,5,4,M,F,0,8290
18-19,5,4,M,F,0,6264
20-24,5,4,M,F,0,17692
25-29,5,4,M,F,0,20739
30-34,5,4,M,F,1,21798
35-44,5,4,M,F,0,42521
45-54,5,4,M,F,0,35517
55-64,5,4,M,F,0,28842
65-74,5,4,M,F,0,16309
75-84,5,4,M,F,0,8472
85-102,5,4,M,F,0,3388
15-17,5,6,M,F,0,278
18-19,5,6,M,F,0,212
20-24,5,6,M,F,0,540
25-29,5,6,M,F,0,561
30-34,5,6,M,F,0,506
35-44,5,6,M,F,0,857
45-54,5,6,M,F,0,745
55-64,5,6,M,F,0,533
65-74,5,6,M,F,0,274
75-84,5,6,M,F,0,124
85-102,5,6,M,F,0,31
15-17,6,1,M,F,0,162113
18-19,6,1,M,F,0,112706
20-24,6,1,M,F,0,287706
25-29,6,1,M,F,17,282327
30-34,6,1,M,F,34,276998
35-44,6,1,M,F,92,554405
45-54,6,1,M,F,0,647452
55-64,6,1,M,F,0,602911
65-74,6,1,M,F,0,401702
75-84,6,1,M,F,0,247705
85-102,6,1,M,F,0,129379
15-17,6,2,M,F,0,18851
18-19,6,2,M,F,0,13718
20-24,6,2,M,F,0,34410
25-29,6,2,M,F,0,30329
30-34,6,2,M,F,4,29485
35-44,6,2,M,F,3,56628
45-54,6,2,M,F,0,59444
55-64,6,2,M,F,0,47567
65-74,6,2,M,F,0,26044
75-84,6,2,M,F,0,14050
85-102,6,2,M,F,0,6151
15-17,6,3,M,F,0,1681
18-19,6,3,M,F,0,1179
20-24,6,3,M,F,0,2883
25-29,6,3,M,F,1,2545
30-34,6,3,M,F,0,2424
35-44,6,3,M,F,0,4674
45-54,6,3,M,F,0,4867
55-64,6,3,M,F,0,3852
65-74,6,3,M,F,0,1977
75-84,6,3,M,F,0,887
85-102,6,3,M,F,0,307
15-17,6,4,M,F,0,12477
18-19,6,4,M,F,0,9428
20-24,6,4,M,F,0,26627
25-29,6,4,M,F,1,31213
30-34,6,4,M,F,4,32805
35-44,6,4,M,F,2,63995
45-54,6,4,M,F,0,53454
55-64,6,4,M,F,0,43409
65-74,6,4,M,F,0,24545
75-84,6,4,M,F,0,12751
85-102,6,4,M,F,0,5099
15-17,6,6,M,F,0,418
18-19,6,6,M,F,0,319
20-24,6,6,M,F,0,812
25-29,6,6,M,F,1,844
30-34,6,6,M,F,0,761
35-44,6,6,M,F,0,1290
45-54,6,6,M,F,0,1122
55-64,6,6,M,F,0,803
65-74,6,6,M,F,0,412
75-84,6,6,M,F,0,187
85-102,6,6,M,F,0,46
15-17,7,1,M,F,0,93569
18-19,7,1,M,F,0,65052
20-24,7,1,M,F,0,166059
25-29,7,1,M,F,2,162961
30-34,7,1,M,F,6,159892
35-44,7,1,M,F,30,320015
45-54,7,1,M,F,0,373697
55-64,7,1,M,F,0,347989
65-74,7,1,M,F,0,231855
75-84,7,1,M,F,0,142971
85-102,7,1,M,F,0,74675
15-17,7,2,M,F,0,10881
