"","Age","Education2003Revision","Race","MaritalStatus","Sex","Cases","Percentage"
"1480",36,3,1,"D","F",12,0.0314886247343147
"1481",36,3,1,"D","M",38,0.09971397832533
"1482",36,3,1,"M","F",17,0.0446088850402792
"1483",36,3,1,"M","M",68,0.178435540161117
"1484",36,3,1,"S","F",9,0.023616468550736
"1485",36,3,1,"S","M",64,0.167939331916345
"1486",36,3,1,"W","F",1,0.00262405206119289
"1487",36,3,1,"W","M",2,0.00524810412238579
"1488",36,3,2,"D","M",3,0.00787215618357868
"1489",36,3,2,"M","M",3,0.00787215618357868
"1490",36,3,2,"S","F",1,0.00262405206119289
"1491",36,3,2,"S","M",6,0.0157443123671574
"1492",36,3,3,"S","M",3,0.00787215618357868
"1493",36,3,7,"D","M",1,0.00262405206119289
"1494",36,3,28,"S","M",1,0.00262405206119289
"1495",36,3,48,"D","M",1,0.00262405206119289
"1496",36,3,48,"S","M",1,0.00262405206119289
"1497",36,3,78,"M","M",1,0.00262405206119289
"1498",36,4,1,"D","F",7,0.0183683644283503
"1499",36,4,1,"D","M",15,0.0393607809178934
"1500",36,4,1,"M","F",5,0.0131202603059645
"1501",36,4,1,"M","M",23,0.0603531974074366
"1502",36,4,1,"S","F",6,0.0157443123671574
"1503",36,4,1,"S","M",28,0.073473457713401
"1504",36,4,2,"M","M",1,0.00262405206119289
"1505",36,4,2,"S","F",1,0.00262405206119289
"1506",36,4,2,"S","M",3,0.00787215618357868
"1507",36,4,3,"M","M",2,0.00524810412238579
"1508",36,4,3,"S","M",1,0.00262405206119289
"1509",36,4,5,"M","M",1,0.00262405206119289
"1510",36,4,5,"W","F",1,0.00262405206119289
"1511",36,4,7,"M","F",1,0.00262405206119289
"1512",36,5,1,"D","F",6,0.0157443123671574
"1513",36,5,1,"D","M",7,0.0183683644283503
"1514",36,5,1,"M","F",7,0.0183683644283503
"1515",36,5,1,"M","M",17,0.0446088850402792
"1516",36,5,1,"S","F",1,0.00262405206119289
"1517",36,5,1,"S","M",13,0.0341126767955076
"1518",36,5,2,"M","M",2,0.00524810412238579
"1519",36,5,2,"S","M",2,0.00524810412238579
"1520",36,5,3,"M","M",1,0.00262405206119289
"1521",36,5,4,"S","M",1,0.00262405206119289
"1522",36,6,1,"D","F",1,0.00262405206119289
"1523",36,6,1,"D","M",6,0.0157443123671574
"1524",36,6,1,"M","F",6,0.0157443123671574
"1525",36,6,1,"M","M",27,0.0708494056522081
"1526",36,6,1,"S","F",9,0.023616468550736
"1527",36,6,1,"S","M",23,0.0603531974074366
"1528",36,6,1,"W","M",2,0.00524810412238579
"1529",36,6,2,"D","M",2,0.00524810412238579
"1530",36,6,2,"M","F",1,0.00262405206119289
"1531",36,6,2,"S","F",1,0.00262405206119289
"1532",36,6,3,"D","F",1,0.00262405206119289
"1533",36,6,4,"M","M",1,0.00262405206119289
"1534",36,6,4,"S","M",1,0.00262405206119289
"1535",36,6,7,"M","F",1,0.00262405206119289
"1536",36,6,28,"M","F",1,0.00262405206119289
"1537",36,7,1,"D","M",4,0.0104962082447716
"1538",36,7,1,"M","F",2,0.00524810412238579
"1539",36,7,1,"M","M",4,0.0104962082447716
"1540",36,7,1,"S","M",8,0.0209924164895432
"1541",36,7,2,"M","F",1,0.00262405206119289
"1542",36,7,2,"M","M",1,0.00262405206119289
"1543",36,7,2,"S","M",1,0.00262405206119289
"1544",36,7,3,"M","M",1,0.00262405206119289
"1545",36,8,1,"D","M",2,0.00524810412238579
"1546",36,8,1,"M","F",1,0.00262405206119289
"1547",36,8,1,"S","F",1,0.00262405206119289
"1548",36,8,1,"S","M",1,0.00262405206119289
"1549",36,8,2,"S","F",1,0.00262405206119289
"1550",36,8,2,"S","M",1,0.00262405206119289
"1551",36,8,28,"M","M",1,0.00262405206119289
"1552",37,1,1,"D","F",2,0.00524810412238579
"1553",37,1,1,"D","M",1,0.00262405206119289
"1554",37,1,1,"M","M",4,0.0104962082447716
"1555",37,1,1,"S","M",9,0.023616468550736
"1556",37,1,2,"S","M",1,0.00262405206119289
"1557",37,2,1,"D","F",4,0.0104962082447716
"1558",37,2,1,"D","M",9,0.023616468550736
"1559",37,2,1,"M","F",4,0.0104962082447716
"1560",37,2,1,"M","M",22,0.0577291453462437
"1561",37,2,1,"S","F",3,0.00787215618357868
"1562",37,2,1,"S","M",12,0.0314886247343147
"1563",37,2,2,"D","M",1,0.00262405206119289
"1564",37,2,2,"M","M",2,0.00524810412238579
"1565",37,2,2,"S","M",2,0.00524810412238579
"1566",37,2,48,"S","M",1,0.00262405206119289
"1567",37,2,68,"D","M",1,0.00262405206119289
"1568",37,2,78,"S","M",1,0.00262405206119289
"1569",37,3,1,"D","F",14,0.0367367288567005
"1570",37,3,1,"D","M",42,0.110210186570102
"1571",37,3,1,"M","F",14,0.0367367288567005
"1572",37,3,1,"M","M",70,0.183683644283503
"1573",37,3,1,"S","F",13,0.0341126767955076
"1574",37,3,1,"S","M",70,0.183683644283503
"1575",37,3,1,"W","F",1,0.00262405206119289
"1576",37,3,1,"W","M",3,0.00787215618357868
"1577",37,3,2,"D","M",1,0.00262405206119289
"1578",37,3,2,"M","M",11,0.0288645726731218
"1579",37,3,2,"S","F",1,0.00262405206119289
"1580",37,3,2,"S","M",1,0.00262405206119289
"1581",37,3,2,"W","M",2,0.00524810412238579
"1582",37,3,3,"M","F",1,0.00262405206119289
"1583",37,3,3,"S","M",1,0.00262405206119289
"1584",37,3,28,"S","M",1,0.00262405206119289
"1585",37,3,78,"M","M",1,0.00262405206119289
"1586",37,3,78,"S","M",1,0.00262405206119289
"1587",37,4,1,"D","F",9,0.023616468550736
"1588",37,4,1,"D","M",18,0.0472329371014721
"1589",37,4,1,"M","F",11,0.0288645726731218
"1590",37,4,1,"M","M",24,0.0629772494686295
"1591",37,4,1,"S","F",8,0.0209924164895432
"1592",37,4,1,"S","M",26,0.0682253535910152
"1593",37,4,1,"W","F",1,0.00262405206119289
"1594",37,4,1,"W","M",1,0.00262405206119289
"1595",37,4,2,"D","F",1,0.00262405206119289
"1596",37,4,2,"D","M",2,0.00524810412238579
"1597",37,4,2,"M","M",2,0.00524810412238579
"1598",37,4,2,"S","F",1,0.00262405206119289
"1599",37,4,2,"S","M",5,0.0131202603059645
"1600",37,4,3,"D","F",1,0.00262405206119289
"1601",37,4,3,"M","M",3,0.00787215618357868
"1602",37,4,7,"M","M",2,0.00524810412238579
"1603",37,4,28,"M","F",1,0.00262405206119289
"1604",37,4,28,"S","F",1,0.00262405206119289
"1605",37,4,38,"M","M",1,0.00262405206119289
"1606",37,5,1,"D","F",5,0.0131202603059645
"1607",37,5,1,"D","M",8,0.0209924164895432
"1608",37,5,1,"M","F",8,0.0209924164895432
"1609",37,5,1,"M","M",11,0.0288645726731218
"1610",37,5,1,"S","F",3,0.00787215618357868
"1611",37,5,1,"S","M",8,0.0209924164895432
"1612",37,5,2,"M","M",2,0.00524810412238579
"1613",37,5,2,"S","M",1,0.00262405206119289
"1614",37,5,7,"M","F",1,0.00262405206119289
"1615",37,6,1,"D","F",9,0.023616468550736
"1616",37,6,1,"D","M",3,0.00787215618357868
"1617",37,6,1,"M","F",6,0.0157443123671574
"1618",37,6,1,"M","M",17,0.0446088850402792
"1619",37,6,1,"S","F",7,0.0183683644283503
"1620",37,6,1,"S","M",30,0.0787215618357868
"1621",37,6,1,"W","M",1,0.00262405206119289
"1622",37,6,2,"M","M",1,0.00262405206119289
"1623",37,6,2,"S","F",2,0.00524810412238579
"1624",37,6,2,"S","M",1,0.00262405206119289
"1625",37,6,5,"D","M",1,0.00262405206119289
"1626",37,6,7,"M","M",1,0.00262405206119289
"1627",37,6,28,"W","F",1,0.00262405206119289
"1628",37,6,48,"M","F",1,0.00262405206119289
"1629",37,7,1,"D","F",2,0.00524810412238579
"1630",37,7,1,"D","M",2,0.00524810412238579
"1631",37,7,1,"M","M",6,0.0157443123671574
"1632",37,7,1,"S","F",4,0.0104962082447716
"1633",37,7,1,"S","M",4,0.0104962082447716
"1634",37,7,2,"D","F",1,0.00262405206119289
"1635",37,7,2,"D","M",1,0.00262405206119289
"1636",37,7,18,"M","M",1,0.00262405206119289
"1637",37,7,28,"D","F",1,0.00262405206119289
"1638",37,8,1,"D","F",1,0.00262405206119289
"1639",37,8,1,"M","F",1,0.00262405206119289
"1640",37,8,1,"S","M",2,0.00524810412238579
"1641",37,8,2,"S","M",1,0.00262405206119289
"1642",37,8,4,"D","M",1,0.00262405206119289
"1643",38,1,1,"D","F",1,0.00262405206119289
"1644",38,1,1,"M","F",2,0.00524810412238579
"1645",38,1,1,"M","M",5,0.0131202603059645
"1646",38,1,1,"S","M",4,0.0104962082447716
"1647",38,1,18,"W","M",1,0.00262405206119289
"1648",38,1,48,"S","M",1,0.00262405206119289
"1649",38,2,1,"D","F",4,0.0104962082447716
"1650",38,2,1,"D","M",6,0.0157443123671574
"1651",38,2,1,"M","F",4,0.0104962082447716
"1652",38,2,1,"M","M",22,0.0577291453462437
"1653",38,2,1,"S","F",5,0.0131202603059645
"1654",38,2,1,"S","M",8,0.0209924164895432
"1655",38,2,2,"D","M",1,0.00262405206119289
"1656",38,2,2,"S","M",3,0.00787215618357868
"1657",38,2,3,"D","M",1,0.00262405206119289
"1658",38,2,3,"M","M",2,0.00524810412238579
"1659",38,2,48,"S","M",1,0.00262405206119289
"1660",38,2,68,"S","M",1,0.00262405206119289
"1661",38,3,1,"D","F",12,0.0314886247343147
"1662",38,3,1,"D","M",42,0.110210186570102
"1663",38,3,1,"M","F",11,0.0288645726731218
"1664",38,3,1,"M","M",59,0.154819071610381
"1665",38,3,1,"S","F",12,0.0314886247343147
"1666",38,3,1,"S","M",55,0.144322863365609
"1667",38,3,1,"W","F",1,0.00262405206119289
"1668",38,3,1,"W","M",2,0.00524810412238579
"1669",38,3,2,"D","M",2,0.00524810412238579
"1670",38,3,2,"M","M",3,0.00787215618357868
"1671",38,3,2,"S","F",2,0.00524810412238579
"1672",38,3,2,"S","M",13,0.0341126767955076
"1673",38,3,18,"M","M",1,0.00262405206119289
"1674",38,3,28,"S","F",1,0.00262405206119289
"1675",38,3,48,"M","M",1,0.00262405206119289
"1676",38,3,48,"S","M",1,0.00262405206119289
"1677",38,3,68,"M","F",1,0.00262405206119289
"1678",38,4,1,"D","F",8,0.0209924164895432
"1679",38,4,1,"D","M",14,0.0367367288567005
"1680",38,4,1,"M","F",14,0.0367367288567005
"1681",38,4,1,"M","M",26,0.0682253535910152
"1682",38,4,1,"S","F",7,0.0183683644283503
"1683",38,4,1,"S","M",19,0.049856989162665
"1684",38,4,2,"M","M",3,0.00787215618357868
"1685",38,4,2,"S","M",2,0.00524810412238579
"1686",38,4,3,"M","M",1,0.00262405206119289
"1687",38,4,18,"M","M",1,0.00262405206119289
"1688",38,4,78,"D","F",1,0.00262405206119289
"1689",38,5,1,"D","F",5,0.0131202603059645
"1690",38,5,1,"D","M",4,0.0104962082447716
"1691",38,5,1,"M","F",5,0.0131202603059645
"1692",38,5,1,"M","M",10,0.0262405206119289
"1693",38,5,1,"S","F",1,0.00262405206119289
"1694",38,5,1,"S","M",9,0.023616468550736
"1695",38,5,2,"D","F",1,0.00262405206119289
"1696",38,5,2,"M","M",2,0.00524810412238579
"1697",38,6,1,"D","F",8,0.0209924164895432
"1698",38,6,1,"D","M",6,0.0157443123671574
"1699",38,6,1,"M","F",4,0.0104962082447716
"1700",38,6,1,"M","M",16,0.0419848329790863
"1701",38,6,1,"S","F",4,0.0104962082447716
"1702",38,6,1,"S","M",11,0.0288645726731218
"1703",38,6,2,"M","M",1,0.00262405206119289
"1704",38,6,7,"S","M",1,0.00262405206119289
"1705",38,6,18,"M","F",1,0.00262405206119289
"1706",38,6,28,"M","F",1,0.00262405206119289
"1707",38,7,1,"D","F",1,0.00262405206119289
"1708",38,7,1,"M","F",4,0.0104962082447716
"1709",38,7,1,"M","M",6,0.0157443123671574
"1710",38,7,1,"S","F",1,0.00262405206119289
"1711",38,7,1,"S","M",1,0.00262405206119289
"1712",38,7,2,"M","F",1,0.00262405206119289
"1713",38,7,2,"S","M",2,0.00524810412238579
"1714",38,8,1,"D","M",1,0.00262405206119289
"1715",38,8,1,"M","M",4,0.0104962082447716
"1716",38,8,1,"S","F",2,0.00524810412238579
"1717",38,8,1,"S","M",1,0.00262405206119289
"1718",38,8,5,"M","M",1,0.00262405206119289
"1719",38,8,28,"M","M",1,0.00262405206119289
"1720",39,1,1,"D","F",2,0.00524810412238579
"1721",39,1,1,"D","M",1,0.00262405206119289
"1722",39,1,1,"M","F",1,0.00262405206119289
"1723",39,1,1,"M","M",4,0.0104962082447716
"1724",39,1,1,"S","M",4,0.0104962082447716
"1725",39,1,1,"W","M",1,0.00262405206119289
"1726",39,1,3,"M","F",1,0.00262405206119289
"1727",39,2,1,"D","F",6,0.0157443123671574
"1728",39,2,1,"D","M",11,0.0288645726731218
"1729",39,2,1,"M","F",2,0.00524810412238579
"1730",39,2,1,"M","M",20,0.0524810412238579
"1731",39,2,1,"S","F",5,0.0131202603059645
"1732",39,2,1,"S","M",12,0.0314886247343147
"1733",39,2,1,"W","M",1,0.00262405206119289
"1734",39,2,2,"M","M",1,0.00262405206119289
"1735",39,2,2,"S","F",2,0.00524810412238579
"1736",39,2,2,"S","M",4,0.0104962082447716
"1737",39,2,3,"S","F",1,0.00262405206119289
"1738",39,2,4,"M","F",1,0.00262405206119289
"1739",39,2,68,"S","M",1,0.00262405206119289
"1740",39,3,1,"D","F",15,0.0393607809178934
"1741",39,3,1,"D","M",46,0.120706394814873
"1742",39,3,1,"M","F",15,0.0393607809178934
"1743",39,3,1,"M","M",76,0.19942795665066
"1744",39,3,1,"S","F",8,0.0209924164895432
"1745",39,3,1,"S","M",52,0.13645070718203
"1746",39,3,1,"W","F",1,0.00262405206119289
"1747",39,3,1,"W","M",1,0.00262405206119289
"1748",39,3,2,"D","F",2,0.00524810412238579
"1749",39,3,2,"D","M",3,0.00787215618357868
"1750",39,3,2,"M","M",5,0.0131202603059645
"1751",39,3,2,"S","F",2,0.00524810412238579
"1752",39,3,2,"S","M",3,0.00787215618357868
"1753",39,3,2,"W","F",1,0.00262405206119289
"1754",39,3,2,"W","M",1,0.00262405206119289
"1755",39,3,3,"M","F",1,0.00262405206119289
"1756",39,3,3,"S","M",3,0.00787215618357868
"1757",39,3,3,"W","M",1,0.00262405206119289
"1758",39,3,4,"M","F",1,0.00262405206119289
"1759",39,3,48,"M","M",1,0.00262405206119289
"1760",39,3,48,"S","F",1,0.00262405206119289
"1761",39,3,78,"D","F",1,0.00262405206119289
"1762",39,3,78,"S","M",1,0.00262405206119289
"1763",39,4,1,"D","F",10,0.0262405206119289
"1764",39,4,1,"D","M",16,0.0419848329790863
"1765",39,4,1,"M","F",12,0.0314886247343147
"1766",39,4,1,"M","M",25,0.0656013015298224
"1767",39,4,1,"S","F",12,0.0314886247343147
"1768",39,4,1,"S","M",25,0.0656013015298224
"1769",39,4,2,"D","M",2,0.00524810412238579
"1770",39,4,2,"M","M",2,0.00524810412238579
"1771",39,4,2,"S","F",1,0.00262405206119289
"1772",39,4,2,"S","M",1,0.00262405206119289
"1773",39,4,3,"D","F",1,0.00262405206119289
"1774",39,4,3,"S","M",1,0.00262405206119289
"1775",39,4,68,"M","M",1,0.00262405206119289
"1776",39,5,1,"D","F",9,0.023616468550736
"1777",39,5,1,"D","M",7,0.0183683644283503
"1778",39,5,1,"M","F",5,0.0131202603059645
"1779",39,5,1,"M","M",16,0.0419848329790863
"1780",39,5,1,"S","F",3,0.00787215618357868
"1781",39,5,1,"S","M",3,0.00787215618357868
"1782",39,5,1,"W","M",1,0.00262405206119289
"1783",39,5,2,"D","M",2,0.00524810412238579
"1784",39,5,2,"M","M",1,0.00262405206119289
"1785",39,5,3,"M","M",1,0.00262405206119289
"1786",39,5,3,"S","M",1,0.00262405206119289
"1787",39,5,18,"S","M",1,0.00262405206119289
"1788",39,5,68,"M","M",1,0.00262405206119289
"1789",39,6,1,"D","F",2,0.00524810412238579
"1790",39,6,1,"D","M",6,0.0157443123671574
"1791",39,6,1,"M","F",9,0.023616468550736
"1792",39,6,1,"M","M",15,0.0393607809178934
"1793",39,6,1,"S","F",4,0.0104962082447716
"1794",39,6,1,"S","M",20,0.0524810412238579
"1795",39,6,2,"M","F",1,0.00262405206119289
"1796",39,6,2,"M","M",2,0.00524810412238579
"1797",39,6,2,"S","M",2,0.00524810412238579
"1798",39,6,4,"S","M",1,0.00262405206119289
"1799",39,6,18,"M","F",1,0.00262405206119289
"1800",39,6,18,"M","M",1,0.00262405206119289
"1801",39,6,28,"M","F",1,0.00262405206119289
"1802",39,6,68,"D","M",1,0.00262405206119289
"1803",39,6,68,"M","M",1,0.00262405206119289
"1804",39,7,1,"D","F",3,0.00787215618357868
"1805",39,7,1,"D","M",2,0.00524810412238579
"1806",39,7,1,"M","F",2,0.00524810412238579
"1807",39,7,1,"M","M",3,0.00787215618357868
"1808",39,7,1,"S","F",3,0.00787215618357868
"1809",39,7,1,"S","M",6,0.0157443123671574
"1810",39,7,2,"D","F",1,0.00262405206119289
"1811",39,8,1,"D","M",1,0.00262405206119289
"1812",39,8,1,"M","F",1,0.00262405206119289
"1813",39,8,1,"M","M",1,0.00262405206119289
"1814",39,8,1,"S","M",1,0.00262405206119289
"1815",39,8,1,"W","M",1,0.00262405206119289
"1816",39,8,4,"S","M",1,0.00262405206119289
"1817",40,1,1,"D","F",1,0.00262405206119289
"1818",40,1,1,"D","M",1,0.00262405206119289
"1819",40,1,1,"M","M",8,0.0209924164895432
"1820",40,1,1,"S","F",1,0.00262405206119289
"1821",40,1,1,"S","M",7,0.0183683644283503
"1822",40,1,68,"M","M",1,0.00262405206119289
"1823",40,2,1,"D","F",5,0.0131202603059645
"1824",40,2,1,"D","M",6,0.0157443123671574
"1825",40,2,1,"M","F",9,0.023616468550736
"1826",40,2,1,"M","M",13,0.0341126767955076
"1827",40,2,1,"S","F",2,0.00524810412238579
"1828",40,2,1,"S","M",10,0.0262405206119289
"1829",40,2,1,"W","F",1,0.00262405206119289
"1830",40,2,2,"D","M",1,0.00262405206119289
"1831",40,2,2,"S","M",1,0.00262405206119289
"1832",40,2,3,"D","M",1,0.00262405206119289
"1833",40,2,3,"S","M",1,0.00262405206119289
"1834",40,3,1,"D","F",16,0.0419848329790863
"1835",40,3,1,"D","M",50,0.131202603059645
"1836",40,3,1,"M","F",18,0.0472329371014721
"1837",40,3,1,"M","M",60,0.157443123671574
"1838",40,3,1,"S","F",8,0.0209924164895432
"1839",40,3,1,"S","M",61,0.160067175732767
"1840",40,3,1,"W","M",4,0.0104962082447716
"1841",40,3,2,"D","M",1,0.00262405206119289
"1842",40,3,2,"M","M",4,0.0104962082447716
"1843",40,3,2,"S","F",1,0.00262405206119289
"1844",40,3,2,"S","M",3,0.00787215618357868
"1845",40,3,3,"D","M",1,0.00262405206119289
"1846",40,3,3,"M","F",1,0.00262405206119289
"1847",40,3,3,"S","F",1,0.00262405206119289
"1848",40,3,3,"S","M",2,0.00524810412238579
"1849",40,3,7,"M","M",1,0.00262405206119289
"1850",40,3,48,"M","F",1,0.00262405206119289
"1851",40,3,58,"M","M",1,0.00262405206119289
"1852",40,4,1,"D","F",13,0.0341126767955076
"1853",40,4,1,"D","M",12,0.0314886247343147
"1854",40,4,1,"M","F",16,0.0419848329790863
"1855",40,4,1,"M","M",23,0.0603531974074366
"1856",40,4,1,"S","F",5,0.0131202603059645
"1857",40,4,1,"S","M",22,0.0577291453462437
"1858",40,4,1,"W","F",1,0.00262405206119289
"1859",40,4,2,"M","F",1,0.00262405206119289
"1860",40,4,2,"M","M",5,0.0131202603059645
"1861",40,4,2,"S","M",2,0.00524810412238579
"1862",40,4,3,"D","F",1,0.00262405206119289
"1863",40,4,7,"S","M",1,0.00262405206119289
"1864",40,4,28,"D","M",1,0.00262405206119289
"1865",40,4,28,"M","F",1,0.00262405206119289
"1866",40,4,28,"S","M",1,0.00262405206119289
"1867",40,4,48,"D","M",1,0.00262405206119289
"1868",40,5,1,"D","F",5,0.0131202603059645
"1869",40,5,1,"D","M",8,0.0209924164895432
"1870",40,5,1,"M","F",6,0.0157443123671574
"1871",40,5,1,"M","M",15,0.0393607809178934
"1872",40,5,1,"S","F",5,0.0131202603059645
"1873",40,5,1,"S","M",5,0.0131202603059645
"1874",40,5,2,"M","F",1,0.00262405206119289
"1875",40,5,2,"M","M",2,0.00524810412238579
"1876",40,5,2,"S","F",1,0.00262405206119289
"1877",40,5,2,"W","F",1,0.00262405206119289
"1878",40,5,68,"M","M",1,0.00262405206119289
"1879",40,5,78,"M","F",1,0.00262405206119289
"1880",40,6,1,"D","F",7,0.0183683644283503
"1881",40,6,1,"D","M",7,0.0183683644283503
"1882",40,6,1,"M","F",8,0.0209924164895432
"1883",40,6,1,"M","M",15,0.0393607809178934
"1884",40,6,1,"S","F",7,0.0183683644283503
"1885",40,6,1,"S","M",14,0.0367367288567005
"1886",40,6,2,"D","F",1,0.00262405206119289
"1887",40,6,2,"D","M",2,0.00524810412238579
"1888",40,6,2,"M","F",1,0.00262405206119289
"1889",40,6,2,"M","M",1,0.00262405206119289
"1890",40,6,2,"S","M",2,0.00524810412238579
"1891",40,6,3,"D","M",1,0.00262405206119289
"1892",40,6,5,"M","M",1,0.00262405206119289
"1893",40,7,1,"D","M",4,0.0104962082447716
"1894",40,7,1,"M","F",4,0.0104962082447716
"1895",40,7,1,"M","M",3,0.00787215618357868
"1896",40,7,1,"S","M",1,0.00262405206119289
"1897",40,7,2,"D","M",1,0.00262405206119289
"1898",40,7,4,"D","M",1,0.00262405206119289
"1899",40,8,1,"D","M",1,0.00262405206119289
"1900",40,8,1,"M","F",1,0.00262405206119289
"1901",40,8,1,"M","M",3,0.00787215618357868
"1902",40,8,1,"S","M",2,0.00524810412238579
"1903",40,8,3,"S","F",1,0.00262405206119289
"1904",40,8,28,"S","F",1,0.00262405206119289
"1905",41,1,1,"D","M",1,0.00262405206119289
"1906",41,1,1,"M","F",2,0.00524810412238579
"1907",41,1,1,"M","M",3,0.00787215618357868
"1908",41,1,1,"S","F",1,0.00262405206119289
"1909",41,1,1,"S","M",5,0.0131202603059645
"1910",41,1,68,"M","M",1,0.00262405206119289
"1911",41,2,1,"D","F",5,0.0131202603059645
"1912",41,2,1,"D","M",6,0.0157443123671574
"1913",41,2,1,"M","F",7,0.0183683644283503
"1914",41,2,1,"M","M",19,0.049856989162665
"1915",41,2,1,"S","F",3,0.00787215618357868
"1916",41,2,1,"S","M",18,0.0472329371014721
"1917",41,2,1,"W","M",3,0.00787215618357868
"1918",41,2,2,"M","M",3,0.00787215618357868
"1919",41,2,3,"D","F",1,0.00262405206119289
"1920",41,2,3,"M","M",1,0.00262405206119289
"1921",41,3,1,"D","F",16,0.0419848329790863
"1922",41,3,1,"D","M",56,0.146946915426802
"1923",41,3,1,"M","F",27,0.0708494056522081
"1924",41,3,1,"M","M",74,0.194179852528274
"1925",41,3,1,"S","F",7,0.0183683644283503
"1926",41,3,1,"S","M",55,0.144322863365609
"1927",41,3,1,"W","F",1,0.00262405206119289
"1928",41,3,1,"W","M",4,0.0104962082447716
"1929",41,3,2,"D","F",1,0.00262405206119289
"1930",41,3,2,"D","M",4,0.0104962082447716
"1931",41,3,2,"M","F",1,0.00262405206119289
"1932",41,3,2,"M","M",5,0.0131202603059645
"1933",41,3,2,"S","F",1,0.00262405206119289
"1934",41,3,2,"S","M",4,0.0104962082447716
"1935",41,3,2,"W","M",1,0.00262405206119289
"1936",41,3,3,"D","F",3,0.00787215618357868
"1937",41,3,3,"D","M",2,0.00524810412238579
"1938",41,3,3,"M","M",1,0.00262405206119289
"1939",41,3,18,"M","M",1,0.00262405206119289
"1940",41,3,28,"D","M",1,0.00262405206119289
"1941",41,3,28,"M","M",1,0.00262405206119289
"1942",41,3,28,"S","M",1,0.00262405206119289
"1943",41,3,48,"M","M",1,0.00262405206119289
"1944",41,3,48,"S","M",1,0.00262405206119289
"1945",41,3,68,"M","M",1,0.00262405206119289
"1946",41,3,78,"S","M",1,0.00262405206119289
"1947",41,4,1,"D","F",11,0.0288645726731218
"1948",41,4,1,"D","M",19,0.049856989162665
"1949",41,4,1,"M","F",8,0.0209924164895432
"1950",41,4,1,"M","M",27,0.0708494056522081
"1951",41,4,1,"S","F",10,0.0262405206119289
"1952",41,4,1,"S","M",19,0.049856989162665
"1953",41,4,1,"W","F",1,0.00262405206119289
"1954",41,4,1,"W","M",1,0.00262405206119289
"1955",41,4,2,"M","F",1,0.00262405206119289
"1956",41,4,2,"M","M",2,0.00524810412238579
"1957",41,4,3,"M","F",1,0.00262405206119289
"1958",41,4,3,"M","M",1,0.00262405206119289
"1959",41,4,7,"M","M",1,0.00262405206119289
"1960",41,4,28,"D","F",1,0.00262405206119289
"1961",41,4,28,"S","F",1,0.00262405206119289
"1962",41,5,1,"D","F",14,0.0367367288567005
"1963",41,5,1,"D","M",2,0.00524810412238579
"1964",41,5,1,"M","F",10,0.0262405206119289
"1965",41,5,1,"M","M",17,0.0446088850402792
"1966",41,5,1,"S","F",2,0.00524810412238579
"1967",41,5,1,"S","M",12,0.0314886247343147
"1968",41,5,2,"D","M",2,0.00524810412238579
"1969",41,5,2,"M","F",1,0.00262405206119289
"1970",41,5,2,"S","F",1,0.00262405206119289
"1971",41,5,3,"S","M",1,0.00262405206119289
"1972",41,5,7,"D","M",1,0.00262405206119289
"1973",41,5,48,"M","F",1,0.00262405206119289
"1974",41,6,1,"D","F",1,0.00262405206119289
"1975",41,6,1,"D","M",13,0.0341126767955076
"1976",41,6,1,"M","F",10,0.0262405206119289
"1977",41,6,1,"M","M",21,0.0551050932850508
"1978",41,6,1,"S","F",6,0.0157443123671574
"1979",41,6,1,"S","M",10,0.0262405206119289
"1980",41,6,2,"M","M",2,0.00524810412238579
"1981",41,6,2,"S","F",1,0.00262405206119289
"1982",41,6,2,"S","M",3,0.00787215618357868
"1983",41,6,7,"M","F",1,0.00262405206119289
"1984",41,6,28,"M","F",1,0.00262405206119289
"1985",41,6,48,"S","M",1,0.00262405206119289
"1986",41,6,68,"M","M",1,0.00262405206119289
"1987",41,7,1,"D","F",1,0.00262405206119289
"1988",41,7,1,"D","M",2,0.00524810412238579
"1989",41,7,1,"M","F",5,0.0131202603059645
"1990",41,7,1,"M","M",10,0.0262405206119289
"1991",41,7,1,"S","F",4,0.0104962082447716
"1992",41,7,1,"S","M",3,0.00787215618357868
"1993",41,7,2,"S","F",1,0.00262405206119289
"1994",41,7,4,"M","M",1,0.00262405206119289
"1995",41,7,7,"M","F",1,0.00262405206119289
"1996",41,7,7,"M","M",1,0.00262405206119289
"1997",41,7,18,"M","F",1,0.00262405206119289
"1998",41,7,28,"M","M",1,0.00262405206119289
"1999",41,7,48,"M","M",1,0.00262405206119289
"2000",41,8,1,"D","F",1,0.00262405206119289
"2001",41,8,1,"D","M",3,0.00787215618357868
"2002",41,8,1,"M","F",1,0.00262405206119289
"2003",41,8,1,"M","M",3,0.00787215618357868
"2004",41,8,18,"M","M",1,0.00262405206119289
"2005",41,8,48,"W","F",1,0.00262405206119289
"2006",42,1,1,"D","M",6,0.0157443123671574
"2007",42,1,1,"M","M",11,0.0288645726731218
"2008",42,1,1,"S","M",4,0.0104962082447716
"2009",42,2,1,"D","F",5,0.0131202603059645
"2010",42,2,1,"D","M",13,0.0341126767955076
"2011",42,2,1,"M","F",4,0.0104962082447716
"2012",42,2,1,"M","M",10,0.0262405206119289
"2013",42,2,1,"S","F",5,0.0131202603059645
"2014",42,2,1,"S","M",10,0.0262405206119289
"2015",42,2,2,"D","M",1,0.00262405206119289
"2016",42,2,2,"S","M",2,0.00524810412238579
"2017",42,2,3,"W","M",1,0.00262405206119289
