"","Age","Education2003Revision","Race","MaritalStatus","Sex","Cases","Percentage"
"1",9,1,1,"S","M",1,0.00262405206119289
"2",9,1,2,"S","F",1,0.00262405206119289
"3",9,1,2,"S","M",1,0.00262405206119289
"4",10,1,1,"S","M",2,0.00524810412238579
"5",10,1,2,"S","M",4,0.0104962082447716
"6",10,1,3,"S","M",1,0.00262405206119289
"7",10,2,2,"S","M",1,0.00262405206119289
"8",11,1,1,"S","F",6,0.0157443123671574
"9",11,1,1,"S","M",17,0.0446088850402792
"10",11,1,2,"S","F",1,0.00262405206119289
"11",11,1,2,"S","M",8,0.0209924164895432
"12",11,1,3,"S","F",1,0.00262405206119289
"13",11,1,7,"S","M",1,0.00262405206119289
"14",12,1,1,"S","F",15,0.0393607809178934
"15",12,1,1,"S","M",29,0.0760975097745939
"16",12,1,2,"S","F",6,0.0157443123671574
"17",12,1,2,"S","M",6,0.0157443123671574
"18",12,1,3,"S","F",2,0.00524810412238579
"19",12,1,78,"S","M",1,0.00262405206119289
"20",13,1,1,"S","F",45,0.11808234275368
"21",13,1,1,"S","M",50,0.131202603059645
"22",13,1,2,"S","F",2,0.00524810412238579
"23",13,1,2,"S","M",7,0.0183683644283503
"24",13,1,3,"S","F",2,0.00524810412238579
"25",13,1,3,"S","M",1,0.00262405206119289
"26",13,1,4,"S","F",1,0.00262405206119289
"27",13,1,7,"S","F",1,0.00262405206119289
"28",13,1,18,"S","F",1,0.00262405206119289
"29",13,1,78,"S","M",1,0.00262405206119289
"30",13,2,1,"S","F",1,0.00262405206119289
"31",13,2,1,"S","M",1,0.00262405206119289
"32",14,1,1,"S","F",19,0.049856989162665
"33",14,1,1,"S","M",55,0.144322863365609
"34",14,1,2,"S","F",2,0.00524810412238579
"35",14,1,2,"S","M",5,0.0131202603059645
"36",14,1,3,"S","F",2,0.00524810412238579
"37",14,1,3,"S","M",2,0.00524810412238579
"38",14,1,28,"S","F",1,0.00262405206119289
"39",14,2,1,"S","F",23,0.0603531974074366
"40",14,2,1,"S","M",40,0.104962082447716
"41",14,2,2,"S","F",2,0.00524810412238579
"42",14,2,2,"S","M",4,0.0104962082447716
"43",14,2,3,"S","F",1,0.00262405206119289
"44",14,2,4,"S","M",1,0.00262405206119289
"45",14,2,7,"S","M",1,0.00262405206119289
"46",15,1,1,"S","F",7,0.0183683644283503
"47",15,1,1,"S","M",17,0.0446088850402792
"48",15,1,2,"S","M",2,0.00524810412238579
"49",15,1,3,"S","F",2,0.00524810412238579
"50",15,1,3,"S","M",1,0.00262405206119289
"51",15,1,18,"S","M",1,0.00262405206119289
"52",15,1,68,"S","M",1,0.00262405206119289
"53",15,2,1,"S","F",52,0.13645070718203
"54",15,2,1,"S","M",113,0.296517882914797
"55",15,2,2,"S","F",6,0.0157443123671574
"56",15,2,2,"S","M",9,0.023616468550736
"57",15,2,3,"S","F",5,0.0131202603059645
"58",15,2,7,"S","M",1,0.00262405206119289
"59",15,2,18,"S","F",1,0.00262405206119289
"60",15,2,48,"S","F",1,0.00262405206119289
"61",16,1,1,"S","F",1,0.00262405206119289
"62",16,1,1,"S","M",2,0.00524810412238579
"63",16,1,2,"S","M",2,0.00524810412238579
"64",16,2,1,"S","F",66,0.173187436038731
"65",16,2,1,"S","M",174,0.456585058647564
"66",16,2,2,"S","F",4,0.0104962082447716
"67",16,2,2,"S","M",16,0.0419848329790863
"68",16,2,3,"S","F",3,0.00787215618357868
"69",16,2,3,"S","M",7,0.0183683644283503
"70",16,2,4,"S","F",1,0.00262405206119289
"71",16,2,7,"S","F",2,0.00524810412238579
"72",16,2,7,"S","M",1,0.00262405206119289
"73",16,2,18,"S","F",1,0.00262405206119289
"74",16,2,28,"S","F",1,0.00262405206119289
"75",16,2,68,"S","F",1,0.00262405206119289
"76",16,2,68,"S","M",1,0.00262405206119289
"77",16,2,78,"S","M",1,0.00262405206119289
"78",16,3,1,"S","M",3,0.00787215618357868
"79",16,3,3,"S","F",1,0.00262405206119289
"80",16,3,7,"S","M",1,0.00262405206119289
"81",17,1,1,"S","F",1,0.00262405206119289
"82",17,1,1,"S","M",3,0.00787215618357868
"83",17,1,3,"S","M",1,0.00262405206119289
"84",17,1,58,"S","M",1,0.00262405206119289
"85",17,2,1,"M","F",1,0.00262405206119289
"86",17,2,1,"S","F",49,0.128578550998452
"87",17,2,1,"S","M",186,0.488073683381878
"88",17,2,2,"S","F",7,0.0183683644283503
"89",17,2,2,"S","M",13,0.0341126767955076
"90",17,2,3,"S","F",3,0.00787215618357868
"91",17,2,3,"S","M",6,0.0157443123671574
"92",17,2,4,"S","F",1,0.00262405206119289
"93",17,2,4,"S","M",2,0.00524810412238579
"94",17,2,7,"S","F",1,0.00262405206119289
"95",17,2,7,"S","M",3,0.00787215618357868
"96",17,2,18,"S","M",2,0.00524810412238579
"97",17,2,68,"S","F",1,0.00262405206119289
"98",17,2,68,"S","M",3,0.00787215618357868
"99",17,2,78,"S","M",1,0.00262405206119289
"100",17,3,1,"S","F",6,0.0157443123671574
"101",17,3,1,"S","M",20,0.0524810412238579
"102",17,3,2,"S","F",1,0.00262405206119289
"103",17,3,2,"S","M",5,0.0131202603059645
"104",17,3,4,"S","M",1,0.00262405206119289
"105",17,4,1,"S","F",2,0.00524810412238579
"106",17,4,1,"S","M",7,0.0183683644283503
"107",18,1,1,"S","F",1,0.00262405206119289
"108",18,1,1,"S","M",3,0.00787215618357868
"109",18,2,1,"M","F",1,0.00262405206119289
"110",18,2,1,"S","F",25,0.0656013015298224
"111",18,2,1,"S","M",106,0.278149518486447
"112",18,2,1,"W","F",1,0.00262405206119289
"113",18,2,2,"S","F",4,0.0104962082447716
"114",18,2,2,"S","M",14,0.0367367288567005
"115",18,2,3,"S","F",1,0.00262405206119289
"116",18,2,3,"S","M",5,0.0131202603059645
"117",18,2,4,"S","F",1,0.00262405206119289
"118",18,2,5,"S","F",1,0.00262405206119289
"119",18,2,18,"S","F",1,0.00262405206119289
"120",18,2,18,"S","M",2,0.00524810412238579
"121",18,2,28,"S","M",1,0.00262405206119289
"122",18,2,68,"S","M",2,0.00524810412238579
"123",18,3,1,"D","M",1,0.00262405206119289
"124",18,3,1,"S","F",21,0.0551050932850508
"125",18,3,1,"S","M",116,0.304390039098376
"126",18,3,2,"S","F",3,0.00787215618357868
"127",18,3,2,"S","M",14,0.0367367288567005
"128",18,3,3,"S","M",4,0.0104962082447716
"129",18,3,4,"S","F",1,0.00262405206119289
"130",18,3,7,"S","F",1,0.00262405206119289
"131",18,3,58,"S","F",1,0.00262405206119289
"132",18,4,1,"S","F",12,0.0314886247343147
"133",18,4,1,"S","M",38,0.09971397832533
"134",18,4,2,"S","F",2,0.00524810412238579
"135",18,4,2,"S","M",3,0.00787215618357868
"136",18,4,3,"S","F",2,0.00524810412238579
"137",18,4,3,"S","M",3,0.00787215618357868
"138",18,4,4,"S","M",2,0.00524810412238579
"139",18,4,7,"S","M",1,0.00262405206119289
"140",18,4,18,"S","F",1,0.00262405206119289
"141",18,4,48,"S","M",1,0.00262405206119289
"142",18,5,1,"S","M",2,0.00524810412238579
"143",18,5,68,"S","F",1,0.00262405206119289
"144",19,1,1,"S","M",3,0.00787215618357868
"145",19,2,1,"M","F",1,0.00262405206119289
"146",19,2,1,"M","M",1,0.00262405206119289
"147",19,2,1,"S","F",9,0.023616468550736
"148",19,2,1,"S","M",40,0.104962082447716
"149",19,2,2,"S","F",3,0.00787215618357868
"150",19,2,2,"S","M",10,0.0262405206119289
"151",19,2,3,"S","F",3,0.00787215618357868
"152",19,2,3,"S","M",3,0.00787215618357868
"153",19,2,7,"S","M",1,0.00262405206119289
"154",19,2,18,"S","M",1,0.00262405206119289
"155",19,2,48,"S","M",1,0.00262405206119289
"156",19,3,1,"M","F",1,0.00262405206119289
"157",19,3,1,"M","M",3,0.00787215618357868
"158",19,3,1,"S","F",25,0.0656013015298224
"159",19,3,1,"S","M",168,0.440840746280406
"160",19,3,2,"S","F",3,0.00787215618357868
"161",19,3,2,"S","M",16,0.0419848329790863
"162",19,3,3,"S","F",1,0.00262405206119289
"163",19,3,3,"S","M",5,0.0131202603059645
"164",19,3,4,"S","F",1,0.00262405206119289
"165",19,3,7,"S","M",1,0.00262405206119289
"166",19,3,18,"S","F",1,0.00262405206119289
"167",19,3,68,"S","M",1,0.00262405206119289
"168",19,4,1,"M","M",1,0.00262405206119289
"169",19,4,1,"S","F",24,0.0629772494686295
"170",19,4,1,"S","M",75,0.196803904589467
"171",19,4,2,"S","F",2,0.00524810412238579
"172",19,4,2,"S","M",7,0.0183683644283503
"173",19,4,3,"S","F",1,0.00262405206119289
"174",19,4,3,"S","M",2,0.00524810412238579
"175",19,4,4,"S","F",2,0.00524810412238579
"176",19,4,4,"S","M",2,0.00524810412238579
"177",19,4,7,"S","F",1,0.00262405206119289
"178",19,4,18,"S","F",1,0.00262405206119289
"179",19,4,18,"S","M",1,0.00262405206119289
"180",19,4,68,"S","M",1,0.00262405206119289
"181",19,5,1,"M","F",1,0.00262405206119289
"182",19,5,1,"S","M",6,0.0157443123671574
"183",20,1,1,"S","F",1,0.00262405206119289
"184",20,1,1,"S","M",4,0.0104962082447716
"185",20,1,2,"S","M",1,0.00262405206119289
"186",20,2,1,"M","M",2,0.00524810412238579
"187",20,2,1,"S","F",10,0.0262405206119289
"188",20,2,1,"S","M",35,0.0918418221417513
"189",20,2,2,"S","M",13,0.0341126767955076
"190",20,2,3,"S","M",2,0.00524810412238579
"191",20,2,7,"S","M",1,0.00262405206119289
"192",20,2,38,"S","M",1,0.00262405206119289
"193",20,3,1,"D","F",1,0.00262405206119289
"194",20,3,1,"D","M",1,0.00262405206119289
"195",20,3,1,"M","F",3,0.00787215618357868
"196",20,3,1,"M","M",4,0.0104962082447716
"197",20,3,1,"S","F",25,0.0656013015298224
"198",20,3,1,"S","M",169,0.443464798341599
"199",20,3,2,"S","F",2,0.00524810412238579
"200",20,3,2,"S","M",16,0.0419848329790863
"201",20,3,3,"S","M",5,0.0131202603059645
"202",20,3,7,"S","M",1,0.00262405206119289
"203",20,3,28,"S","M",1,0.00262405206119289
"204",20,3,38,"S","M",1,0.00262405206119289
"205",20,3,48,"S","M",1,0.00262405206119289
"206",20,3,68,"M","M",1,0.00262405206119289
"207",20,3,68,"S","F",1,0.00262405206119289
"208",20,3,68,"S","M",2,0.00524810412238579
"209",20,3,78,"S","M",1,0.00262405206119289
"210",20,4,1,"D","M",1,0.00262405206119289
"211",20,4,1,"S","F",31,0.0813456138969797
"212",20,4,1,"S","M",96,0.251908997874518
"213",20,4,2,"S","F",4,0.0104962082447716
"214",20,4,2,"S","M",18,0.0472329371014721
"215",20,4,3,"S","M",4,0.0104962082447716
"216",20,4,4,"S","F",1,0.00262405206119289
"217",20,4,4,"S","M",1,0.00262405206119289
"218",20,4,7,"S","M",1,0.00262405206119289
"219",20,4,18,"S","M",1,0.00262405206119289
"220",20,4,28,"S","M",3,0.00787215618357868
"221",20,4,38,"S","F",1,0.00262405206119289
"222",20,4,48,"S","F",2,0.00524810412238579
"223",20,4,48,"S","M",1,0.00262405206119289
"224",20,4,58,"S","F",1,0.00262405206119289
"225",20,4,68,"S","F",1,0.00262405206119289
"226",20,4,68,"S","M",2,0.00524810412238579
"227",20,4,78,"S","M",1,0.00262405206119289
"228",20,5,1,"S","F",3,0.00787215618357868
"229",20,5,1,"S","M",8,0.0209924164895432
"230",20,5,4,"S","M",1,0.00262405206119289
"231",20,5,7,"S","M",1,0.00262405206119289
"232",20,5,78,"S","M",1,0.00262405206119289
"233",20,6,1,"S","F",1,0.00262405206119289
"234",21,1,1,"S","F",2,0.00524810412238579
"235",21,1,1,"S","M",5,0.0131202603059645
"236",21,1,2,"S","M",1,0.00262405206119289
"237",21,1,3,"S","M",1,0.00262405206119289
"238",21,2,1,"M","F",1,0.00262405206119289
"239",21,2,1,"M","M",4,0.0104962082447716
"240",21,2,1,"S","F",7,0.0183683644283503
"241",21,2,1,"S","M",41,0.107586134508909
"242",21,2,2,"M","M",1,0.00262405206119289
"243",21,2,2,"S","F",3,0.00787215618357868
"244",21,2,2,"S","M",12,0.0314886247343147
"245",21,2,3,"M","F",1,0.00262405206119289
"246",21,2,3,"S","F",1,0.00262405206119289
"247",21,2,3,"S","M",3,0.00787215618357868
"248",21,2,68,"S","M",1,0.00262405206119289
"249",21,3,1,"D","F",1,0.00262405206119289
"250",21,3,1,"M","F",4,0.0104962082447716
"251",21,3,1,"M","M",15,0.0393607809178934
"252",21,3,1,"S","F",24,0.0629772494686295
"253",21,3,1,"S","M",165,0.432968590096828
"254",21,3,2,"M","F",1,0.00262405206119289
"255",21,3,2,"M","M",1,0.00262405206119289
"256",21,3,2,"S","F",5,0.0131202603059645
"257",21,3,2,"S","M",24,0.0629772494686295
"258",21,3,3,"S","F",1,0.00262405206119289
"259",21,3,3,"S","M",6,0.0157443123671574
"260",21,3,6,"M","M",1,0.00262405206119289
"261",21,3,6,"S","M",1,0.00262405206119289
"262",21,3,7,"S","M",1,0.00262405206119289
"263",21,3,48,"S","F",1,0.00262405206119289
"264",21,3,68,"S","M",2,0.00524810412238579
"265",21,4,1,"D","F",1,0.00262405206119289
"266",21,4,1,"M","F",2,0.00524810412238579
"267",21,4,1,"M","M",2,0.00524810412238579
"268",21,4,1,"S","F",34,0.0892177700805584
"269",21,4,1,"S","M",123,0.322758403526726
"270",21,4,2,"S","F",5,0.0131202603059645
"271",21,4,2,"S","M",22,0.0577291453462437
"272",21,4,3,"S","F",2,0.00524810412238579
"273",21,4,3,"S","M",3,0.00787215618357868
"274",21,4,4,"S","F",1,0.00262405206119289
"275",21,4,4,"S","M",1,0.00262405206119289
"276",21,4,6,"S","M",1,0.00262405206119289
"277",21,4,7,"S","M",1,0.00262405206119289
"278",21,4,18,"S","M",4,0.0104962082447716
"279",21,4,28,"S","F",1,0.00262405206119289
"280",21,4,28,"S","M",1,0.00262405206119289
"281",21,4,48,"S","M",2,0.00524810412238579
"282",21,4,68,"S","F",1,0.00262405206119289
"283",21,4,68,"S","M",2,0.00524810412238579
"284",21,4,78,"S","M",1,0.00262405206119289
"285",21,5,1,"S","F",3,0.00787215618357868
"286",21,5,1,"S","M",9,0.023616468550736
"287",21,5,2,"S","F",1,0.00262405206119289
"288",21,5,18,"S","M",1,0.00262405206119289
"289",21,5,68,"S","M",2,0.00524810412238579
"290",21,6,1,"M","M",1,0.00262405206119289
"291",21,6,1,"S","F",2,0.00524810412238579
"292",21,6,1,"S","M",8,0.0209924164895432
"293",21,6,2,"S","F",1,0.00262405206119289
"294",22,1,1,"M","M",2,0.00524810412238579
"295",22,1,1,"S","M",7,0.0183683644283503
"296",22,1,2,"S","M",1,0.00262405206119289
"297",22,2,1,"D","F",1,0.00262405206119289
"298",22,2,1,"M","F",2,0.00524810412238579
"299",22,2,1,"M","M",2,0.00524810412238579
"300",22,2,1,"S","F",10,0.0262405206119289
"301",22,2,1,"S","M",48,0.125954498937259
"302",22,2,2,"M","F",1,0.00262405206119289
"303",22,2,2,"S","M",13,0.0341126767955076
"304",22,2,3,"S","F",1,0.00262405206119289
"305",22,2,3,"S","M",4,0.0104962082447716
"306",22,2,5,"S","M",1,0.00262405206119289
"307",22,2,68,"S","M",1,0.00262405206119289
"308",22,3,1,"D","M",3,0.00787215618357868
"309",22,3,1,"M","F",5,0.0131202603059645
"310",22,3,1,"M","M",16,0.0419848329790863
"311",22,3,1,"S","F",27,0.0708494056522081
"312",22,3,1,"S","M",178,0.467081266892335
"313",22,3,1,"W","F",1,0.00262405206119289
"314",22,3,1,"W","M",1,0.00262405206119289
"315",22,3,2,"D","F",1,0.00262405206119289
"316",22,3,2,"M","F",1,0.00262405206119289
"317",22,3,2,"M","M",1,0.00262405206119289
"318",22,3,2,"S","F",3,0.00787215618357868
"319",22,3,2,"S","M",31,0.0813456138969797
"320",22,3,3,"S","F",1,0.00262405206119289
"321",22,3,3,"S","M",5,0.0131202603059645
"322",22,3,7,"S","M",2,0.00524810412238579
"323",22,3,48,"S","F",1,0.00262405206119289
"324",22,3,48,"S","M",2,0.00524810412238579
"325",22,3,78,"S","M",1,0.00262405206119289
"326",22,4,1,"D","M",2,0.00524810412238579
"327",22,4,1,"M","F",2,0.00524810412238579
"328",22,4,1,"M","M",7,0.0183683644283503
"329",22,4,1,"S","F",31,0.0813456138969797
"330",22,4,1,"S","M",110,0.288645726731218
"331",22,4,2,"M","M",2,0.00524810412238579
"332",22,4,2,"S","F",5,0.0131202603059645
"333",22,4,2,"S","M",16,0.0419848329790863
"334",22,4,3,"S","M",1,0.00262405206119289
"335",22,4,4,"S","M",1,0.00262405206119289
"336",22,4,7,"S","M",1,0.00262405206119289
"337",22,4,18,"S","F",1,0.00262405206119289
"338",22,4,18,"S","M",1,0.00262405206119289
"339",22,4,28,"S","F",1,0.00262405206119289
"340",22,4,28,"S","M",2,0.00524810412238579
"341",22,4,68,"S","M",3,0.00787215618357868
"342",22,4,78,"S","F",1,0.00262405206119289
"343",22,4,78,"S","M",1,0.00262405206119289
"344",22,5,1,"M","M",2,0.00524810412238579
"345",22,5,1,"S","F",10,0.0262405206119289
"346",22,5,1,"S","M",16,0.0419848329790863
"347",22,5,2,"M","M",1,0.00262405206119289
"348",22,5,2,"S","M",1,0.00262405206119289
"349",22,5,3,"S","F",1,0.00262405206119289
"350",22,5,18,"S","F",1,0.00262405206119289
"351",22,5,28,"S","M",1,0.00262405206119289
"352",22,5,48,"S","M",1,0.00262405206119289
"353",22,6,1,"S","F",5,0.0131202603059645
"354",22,6,1,"S","M",19,0.049856989162665
"355",22,6,2,"S","F",1,0.00262405206119289
"356",22,6,4,"S","M",3,0.00787215618357868
"357",22,6,7,"S","M",1,0.00262405206119289
"358",22,6,18,"S","M",2,0.00524810412238579
"359",22,6,28,"S","M",1,0.00262405206119289
"360",22,6,48,"S","M",2,0.00524810412238579
"361",22,6,68,"S","M",2,0.00524810412238579
"362",22,6,78,"S","F",1,0.00262405206119289
"363",22,7,1,"S","F",1,0.00262405206119289
"364",22,7,1,"S","M",1,0.00262405206119289
"365",22,7,4,"S","M",1,0.00262405206119289
"366",23,1,1,"M","F",1,0.00262405206119289
"367",23,1,1,"M","M",2,0.00524810412238579
"368",23,1,1,"S","M",6,0.0157443123671574
"369",23,1,68,"S","M",1,0.00262405206119289
"370",23,2,1,"M","F",2,0.00524810412238579
"371",23,2,1,"M","M",3,0.00787215618357868
"372",23,2,1,"S","F",6,0.0157443123671574
"373",23,2,1,"S","M",40,0.104962082447716
"374",23,2,2,"S","F",2,0.00524810412238579
"375",23,2,2,"S","M",9,0.023616468550736
"376",23,2,3,"S","F",2,0.00524810412238579
"377",23,2,3,"S","M",1,0.00262405206119289
"378",23,2,18,"S","M",1,0.00262405206119289
"379",23,2,38,"M","M",1,0.00262405206119289
"380",23,2,68,"S","M",1,0.00262405206119289
"381",23,3,1,"D","F",2,0.00524810412238579
"382",23,3,1,"D","M",10,0.0262405206119289
"383",23,3,1,"M","F",5,0.0131202603059645
"384",23,3,1,"M","M",18,0.0472329371014721
"385",23,3,1,"S","F",21,0.0551050932850508
"386",23,3,1,"S","M",189,0.495945839565457
"387",23,3,2,"D","M",1,0.00262405206119289
"388",23,3,2,"M","M",1,0.00262405206119289
"389",23,3,2,"S","F",1,0.00262405206119289
"390",23,3,2,"S","M",16,0.0419848329790863
"391",23,3,3,"D","M",1,0.00262405206119289
"392",23,3,3,"S","F",1,0.00262405206119289
"393",23,3,3,"S","M",4,0.0104962082447716
"394",23,3,5,"S","M",1,0.00262405206119289
"395",23,3,28,"S","M",1,0.00262405206119289
"396",23,3,48,"S","M",1,0.00262405206119289
"397",23,3,58,"S","M",1,0.00262405206119289
"398",23,3,68,"S","M",1,0.00262405206119289
"399",23,3,78,"S","M",1,0.00262405206119289
"400",23,4,1,"D","F",3,0.00787215618357868
"401",23,4,1,"D","M",1,0.00262405206119289
"402",23,4,1,"M","F",2,0.00524810412238579
"403",23,4,1,"M","M",8,0.0209924164895432
"404",23,4,1,"S","F",26,0.0682253535910152
"405",23,4,1,"S","M",96,0.251908997874518
"406",23,4,2,"M","F",1,0.00262405206119289
"407",23,4,2,"S","F",2,0.00524810412238579
"408",23,4,2,"S","M",11,0.0288645726731218
"409",23,4,3,"M","M",1,0.00262405206119289
"410",23,4,3,"S","M",3,0.00787215618357868
"411",23,4,4,"S","M",1,0.00262405206119289
"412",23,4,5,"S","M",1,0.00262405206119289
"413",23,4,18,"S","M",1,0.00262405206119289
"414",23,4,28,"S","M",1,0.00262405206119289
"415",23,4,48,"S","M",1,0.00262405206119289
"416",23,4,68,"S","F",1,0.00262405206119289
"417",23,4,68,"S","M",1,0.00262405206119289
"418",23,4,78,"S","M",1,0.00262405206119289
"419",23,5,1,"M","F",1,0.00262405206119289
"420",23,5,1,"M","M",2,0.00524810412238579
"421",23,5,1,"S","F",8,0.0209924164895432
"422",23,5,1,"S","M",24,0.0629772494686295
"423",23,5,2,"S","F",1,0.00262405206119289
"424",23,5,2,"S","M",5,0.0131202603059645
"425",23,5,7,"S","M",1,0.00262405206119289
"426",23,6,1,"M","M",1,0.00262405206119289
"427",23,6,1,"S","F",11,0.0288645726731218
"428",23,6,1,"S","M",21,0.0551050932850508
"429",23,6,2,"S","M",3,0.00787215618357868
"430",23,6,4,"S","F",1,0.00262405206119289
"431",23,6,4,"S","M",1,0.00262405206119289
"432",23,6,7,"S","F",1,0.00262405206119289
"433",23,6,7,"S","M",1,0.00262405206119289
"434",23,6,18,"S","M",2,0.00524810412238579
"435",23,6,48,"S","M",1,0.00262405206119289
"436",23,7,1,"S","M",1,0.00262405206119289
"437",23,8,1,"S","M",1,0.00262405206119289
"438",24,1,1,"S","M",5,0.0131202603059645
"439",24,2,1,"D","M",1,0.00262405206119289
"440",24,2,1,"M","M",8,0.0209924164895432
"441",24,2,1,"S","F",5,0.0131202603059645
"442",24,2,1,"S","M",50,0.131202603059645
"443",24,2,1,"W","M",1,0.00262405206119289
"444",24,2,2,"S","F",1,0.00262405206119289
"445",24,2,2,"S","M",12,0.0314886247343147
"446",24,2,3,"S","F",1,0.00262405206119289
"447",24,2,3,"S","M",3,0.00787215618357868
"448",24,2,4,"S","M",1,0.00262405206119289
"449",24,3,1,"D","M",12,0.0314886247343147
"450",24,3,1,"M","F",3,0.00787215618357868
"451",24,3,1,"M","M",24,0.0629772494686295
"452",24,3,1,"S","F",27,0.0708494056522081
"453",24,3,1,"S","M",165,0.432968590096828
"454",24,3,1,"W","F",1,0.00262405206119289
"455",24,3,1,"W","M",1,0.00262405206119289
"456",24,3,2,"D","M",1,0.00262405206119289
"457",24,3,2,"M","M",2,0.00524810412238579
"458",24,3,2,"S","F",4,0.0104962082447716
"459",24,3,2,"S","M",26,0.0682253535910152
"460",24,3,3,"D","M",1,0.00262405206119289
"461",24,3,3,"M","M",1,0.00262405206119289
"462",24,3,3,"S","F",1,0.00262405206119289
"463",24,3,3,"S","M",2,0.00524810412238579
"464",24,3,4,"S","M",3,0.00787215618357868
"465",24,3,7,"S","M",1,0.00262405206119289
"466",24,3,18,"M","M",1,0.00262405206119289
"467",24,3,18,"S","M",1,0.00262405206119289
"468",24,3,48,"S","M",1,0.00262405206119289
"469",24,3,68,"D","M",1,0.00262405206119289
"470",24,3,68,"S","M",3,0.00787215618357868
"471",24,3,78,"S","M",1,0.00262405206119289
"472",24,4,1,"D","F",2,0.00524810412238579
"473",24,4,1,"D","M",4,0.0104962082447716
"474",24,4,1,"M","F",7,0.0183683644283503
"475",24,4,1,"M","M",12,0.0314886247343147
"476",24,4,1,"S","F",14,0.0367367288567005
"477",24,4,1,"S","M",83,0.21779632107901
"478",24,4,2,"S","F",5,0.0131202603059645
"479",24,4,2,"S","M",16,0.0419848329790863
"480",24,4,3,"M","M",1,0.00262405206119289
"481",24,4,3,"S","F",1,0.00262405206119289
"482",24,4,3,"S","M",3,0.00787215618357868
"483",24,4,7,"S","M",4,0.0104962082447716
"484",24,4,28,"M","M",1,0.00262405206119289
"485",24,4,28,"S","F",1,0.00262405206119289
"486",24,4,28,"S","M",2,0.00524810412238579
"487",24,4,38,"S","F",1,0.00262405206119289
"488",24,4,48,"S","M",1,0.00262405206119289
"489",24,4,68,"S","M",1,0.00262405206119289
"490",24,5,1,"D","F",1,0.00262405206119289
"491",24,5,1,"D","M",2,0.00524810412238579
"492",24,5,1,"M","M",3,0.00787215618357868
"493",24,5,1,"S","F",10,0.0262405206119289
"494",24,5,1,"S","M",19,0.049856989162665
"495",24,5,2,"S","F",1,0.00262405206119289
"496",24,5,2,"S","M",4,0.0104962082447716
"497",24,5,18,"S","M",1,0.00262405206119289
"498",24,5,68,"S","F",2,0.00524810412238579
"499",24,6,1,"M","M",1,0.00262405206119289
"500",24,6,1,"S","F",12,0.0314886247343147
"501",24,6,1,"S","M",30,0.0787215618357868
"502",24,6,2,"S","F",1,0.00262405206119289
"503",24,6,2,"S","M",3,0.00787215618357868
"504",24,6,4,"S","M",1,0.00262405206119289
"505",24,6,18,"S","M",1,0.00262405206119289
"506",24,6,48,"S","M",1,0.00262405206119289
"507",24,7,1,"S","F",1,0.00262405206119289
"508",24,7,1,"S","M",3,0.00787215618357868
"509",24,7,18,"S","M",1,0.00262405206119289
"510",25,1,1,"M","M",2,0.00524810412238579
"511",25,1,1,"S","M",2,0.00524810412238579
"512",25,2,1,"D","F",1,0.00262405206119289
"513",25,2,1,"M","F",1,0.00262405206119289
"514",25,2,1,"M","M",9,0.023616468550736
"515",25,2,1,"S","F",4,0.0104962082447716
"516",25,2,1,"S","M",41,0.107586134508909
"517",25,2,1,"W","M",1,0.00262405206119289
"518",25,2,2,"S","M",9,0.023616468550736
"519",25,2,3,"S","F",1,0.00262405206119289
"520",25,2,3,"S","M",2,0.00524810412238579
"521",25,2,7,"S","M",1,0.00262405206119289
"522",25,2,68,"S","M",1,0.00262405206119289
"523",25,3,1,"D","F",3,0.00787215618357868
"524",25,3,1,"D","M",7,0.0183683644283503
"525",25,3,1,"M","F",7,0.0183683644283503
"526",25,3,1,"M","M",33,0.0865937180193655
"527",25,3,1,"S","F",19,0.049856989162665
"528",25,3,1,"S","M",125,0.328006507649112
"529",25,3,2,"M","M",2,0.00524810412238579
"530",25,3,2,"S","F",3,0.00787215618357868
"531",25,3,2,"S","M",18,0.0472329371014721
"532",25,3,3,"S","M",3,0.00787215618357868
"533",25,3,18,"M","M",1,0.00262405206119289
"534",25,3,18,"S","M",1,0.00262405206119289
"535",25,3,38,"M","M",1,0.00262405206119289
"536",25,3,68,"S","M",2,0.00524810412238579
"537",25,3,78,"S","M",1,0.00262405206119289
"538",25,4,1,"D","F",5,0.0131202603059645
"539",25,4,1,"D","M",7,0.0183683644283503
"540",25,4,1,"M","F",4,0.0104962082447716
"541",25,4,1,"M","M",12,0.0314886247343147
"542",25,4,1,"S","F",23,0.0603531974074366
"543",25,4,1,"S","M",88,0.230916581384975
"544",25,4,2,"M","M",1,0.00262405206119289
"545",25,4,2,"S","F",3,0.00787215618357868
"546",25,4,2,"S","M",11,0.0288645726731218
"547",25,4,3,"M","F",1,0.00262405206119289
"548",25,4,3,"S","M",1,0.00262405206119289
"549",25,4,4,"S","F",1,0.00262405206119289
"550",25,4,4,"S","M",2,0.00524810412238579
"551",25,4,5,"S","M",1,0.00262405206119289
"552",25,4,38,"S","M",1,0.00262405206119289
"553",25,4,78,"D","M",1,0.00262405206119289
"554",25,4,78,"S","M",1,0.00262405206119289
"555",25,5,1,"M","F",5,0.0131202603059645
"556",25,5,1,"M","M",1,0.00262405206119289
"557",25,5,1,"S","F",10,0.0262405206119289
"558",25,5,1,"S","M",22,0.0577291453462437
"559",25,5,2,"D","F",1,0.00262405206119289
"560",25,5,2,"S","F",1,0.00262405206119289
